"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"St. Kitts and Nevis","KNA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","194002839.825459","201588164.973714","216904178.644145","235211153.856773","238849643.15553","240157913.520821","243007916.639823","264552530.635244","287171952.607537","318350193.838284","339203230.569898","370496000.519493","390798418.410495","409858640.19708","402216050.689402","419386548.61501","447913009.509376","471660098.86724","497050234.845487","526092074.974665","561992423.382491","559256948.982336","577264387.545673","635237944.035906","668609850.727648","677754528.432512","651095766.645498","677115810.577404","743018278.372433","766426186.524481","771029360.031988","858287028.941268","829064585.832369","828615280.858431","842010736.012811","835799755.490721","883668355.018065","950623606.036342","957222222.222222","994866931.117104","997065001.528822","1017041453.06618","1046924638.78381","886725390.821136","889985054.357552","982030904.704784","1024538679.19994","1036489310.51656",
"Korea, Rep.","KOR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","25704085715.3594","27486919211.9032","28557609625.5148","31133668301.7191","34083217464.9245","36577575097.0974","40964673582.6659","44684104770.0942","50567110466.6199","57930372849.4344","63753959604.8464","70477142055.0377","75561617309.3034","86819030861.1546","95077114202.409","102531096575.674","116087191990.822","130407687325.507","144691222664.082","157237726606.555","154650084773.675","165856302541.442","179685530559.418","203720580660.991","225216443661.427","242870854434.647","270381470486.161","304783976338.529","341320612492.567","365461856267.173","401560542993.627","444840963700.951","472415066061.572","504905290009.969","551703276662.813","604747148973.984","652465952372.005","692726706028.768","657193648716.458","732553666046.982","798929132744.302","837696366558.277","902409606062.147","930811064125.151","979188957980.11","1021377732486.55","1075146392089.85","1137500027631.58","1171772731392.34","1181061361993.54","1261430519849.42","1307922658113.4","1339345905332.01","1381732300870.28","1425981639370.35","1466038936206.43","1509241369553.54","1556927899270.75","1602194079769.04","1638146960195.06","1626525694049.93","1696543311942.81","1740868427277.01","1764487367948.7","",
"Kuwait","KWT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","55498511024.761","59407649076.0624","61725008613.0612","57669629423.3132","50177583545.2735","44018581866.8027","46926530603.9412","45121015041.3627","48439563892.5244","55172280797.3","44462929931.3936","36048439964.9104","31813071689.0459","34338543610.5799","36138434512.3155","34597277928.2115","37561473256.3915","40621287789.9216","36537785304.6529","45998461857.5526","33933574735.7198","20018165441.8973","36595073927.6977","49033910658.1497","53170492583.3562","55753669973.1933","56091050572.2328","57478364693.5363","59583253865.3468","58517304017.0213","61264446762.6807","61395143785.4376","63245767260.6606","74203741809.4563","81802426141.4048","90480882328.7685","97280315244.3899","103108938789.201","105665789857.458","98188818939.1635","95861205809.4091","105091330588.895","112054550828.453","113342579055.575","113910328739.893","114585555830.916","117938416139.055","112380895320.353","115463874741.243","118077765457.421","112389026890.492","114268887221.657","121991940846.717","119958084014.587","116887023750.862",
"Latin America & Caribbean (excluding high income)","LAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","619454101156.618","657846236705.352","686373023657.886","698170576760.009","751524414395.358","795505730806.902","832246558140.4","869197757171.609","933869370512.964","998433009545.631","1066372006553.55","1140775061543.67","1228875148969.96","1335834952636.94","1424717426201.37","1485300616528","1567025606590.09","1641074385905.16","1711483025491.92","1837796640249.44","1960591516341.35","1981689573869.6","1987869835621.96","1945860684162.79","2021511396808.18","2085451513716.15","2155366472685.17","2223291679441.34","2230730846805.65","2261129637443.03","2249828081977.05","2312994751510.3","2361042059405.45","2463254510237.77","2593142710867.67","2603026269085.08","2704407872751.06","2847224230520.79","2925376856938.54","2939763541991.67","3046139843290.32","3050485347462.75","3060721089331.71","3133780261982.7","3299368791227.24","3430969081347.51","3610415982421.51","3801892556211.55","3943677808806.09","3848109267324.12","4105457112143.08","4287183275800.75","4387648070081.66","4509160636299.42","4566421511978.66","4577965121206.66","4553201457608.69","4643234173169.45","4715322536799.44","4743615766088.09","4434160816743.52","4738805598953.66","4921332047465.75","5029038817710.75","5130228804879.38",
"Lao PDR","LAO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","2109467955.25326","2216417220.06336","2324692154.92208","2291546871.25054","2245482171.91353","2564130387.501","2736044527.0661","2853600421.42037","3012256546.1234","3190357917.97419","3450659811.76174","3693284478.98933","3949167183.90196","4220557557.23225","4388012740.39955","4708617453.27328","4981659930.07599","5268175760.92381","5579985581.01999","5918523434.75225","6294805131.65111","6742212710.02267","7323341971.83126","7879683723.91001","8496261313.36707","9133631713.05317","9912447859.53224","10709275115.0696","11568812077.4386","12497359667.4702","13448654116.2974","14426380125.6488","15439521179.3987","16503694943.2856","17534839203.1116","18491844275.7106","18584864138.19","19054754737.3799","19570648221.6862","20303702352.295","21168286229.0226",
"Lebanon","LBN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13590690651.8309","7821290496.8826","9896526025.77854","14790098775.879","17221346342.7057","19075339624.5917","20621442059.1652","21951290517.4826","24428699054.1547","24686413686.4571","25591349424.6391","25456845224.2295","25798443405.5655","26789018310.9609","27706046545.3127","28600147893.7267","30510478932.4999","31329923063.1007","31815384920.7126","34777595316.005","37931620043.7015","41812842419.7439","45147473283.5593","45539055323.5066","46707037069.3046","48494923363.2625","49699566407.4833","49929337836.8159","50705514062.8608","51163399287.7034","50199119756.2008","46727888410.6848","36728167162.8739","34156740537.1604","33944395264.1769","33686219465.2748","",
"Liberia","LBR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2785350370.18069","2853312513.1916","2891678326.53536","2957448411.79038","3109815009.49354","3258892894.70375","3509914203.82905","3746685675.02189","3925360307.76188","4211459133.73098","4492076771.58861","4712405513.2375","4907522457.65882","4796809968.86456","5024811956.3808","4850521857.01522","5108120174.19861","5189236333.32571","5439161404.64176","5616740217.43511","5386545754.30036","5271448731.19689","5143197691.97722","5045638801.43654","4939311262.94449","4897657154.03558","4815445174.02703","4767213639.19741","4669871991.41282","3424489545.49759","1676942910.41919","1438394191.91654","933723838.507843","625824712.107485","489630570.966971","468741927.114726","525559090.742512","1084122317.29609","1411615367.79969","1718520972.07064","2210291803.5902","2274838397.37873","2360440967.03039","1648882904.55436","1692081112.12779","1781443510.53791","1924741222.72585","2108270598.33452","2258921103.43636","2378656131.45291","2523749998.53307","2730716886.49046","2949005327.42991","3205193907.94462","3227674916.86578","3227075700","3176896008.31","3254893758.73415","3292571599.13518","3211334057.92828","3115556299.79146","3270920145.66908","3428189426.39464","3588757484.77383","3760763574.17169",
"Libya","LBY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4206979769.71443","4623294238.63811","6127004092.17358","8272704007.27891","12001351827.4839","15379597827.5084","18238997837.3163","20265366359.0823","27128012832.1743","30678497533.51","32197312918.5276","30498091672.3913","33281298886.212","33925831081.5749","41455139017.5464","43125063344.1066","52992488552.4777","57683765284.0683","59590166894.8703","64928319576.7224","65373260707.1559","52828013781.8676","54310397842.6176","52967721371.2717","50297204631.8625","54485341416.0667","48299889590.7404","41198814142.543","44321281890.3532","47512155858.1689","49279670598.2636","56994467920.7338","55448621740.5463","53361983286.4069","54394423864.3042","53186646293.0975","54321714851.0961","57153327139.4503","55123101078.1761","55536336508.487","57579668503.4421","56564631725.4858","56022234980.534","63314109952.651","66138956972.5768","73990151521.3885","78799900129.0316","83709120342.1548","83573471186.9254","79896086548.9669","83912660700.3206","41672273290.5727","77854953189.632","63842648630.664","49131511071.1064","48717501321.3052","47991152062.8031","63584342257.9606","68633808773.5188","60949510655.8708","42996651437.748","55179091532.8781","50625917039.5711","55767393124.5653","55429536117.6065",
"St. Lucia","LCA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","483071666.370725","532885730.443547","553096670.870333","540815003.817063","574941799.663024","586937052.519247","616080730.927389","660842530.186584","715611606.683218","818674128.230424","850796701.904777","969054583.354008","1056085416.33001","1160539672.65499","1164899565.29353","1257544905.59482","1264878904.44378","1285098754.70856","1307565183.52965","1345779926.11894","1336438462.00596","1420453281.22774","1458387956.43222","1459098899.46569","1409371875.70461","1415241211.82979","1475595751.12365","1582833327.62538","1576338887.67283","1673997137.54872","1702314784.0614","1786567823.16159","1736027614.08199","1741756827.17338","1817121648.89295","1815145417.37838","1782131987.48386","1805800308.13675","1807640740.74074","1869604354.17882","1932793731.46772","1988589215.44077","1974662679.79464","1493605760.01109","1666845859.70761","2006689780.75964","2051035272.37698","2130856442.55709",
"Latin America & Caribbean","LCN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","732798627382.092","777834795086.538","811359292207.586","828193484218.279","888379704735.454","938817483782.318","985348344449.078","1028199814642.13","1101363889509.82","1176726715234.19","1253454197850.05","1339673658307.23","1435835909742.68","1550629653474.3","1646899295087.27","1706412650264.01","1799090404031.25","1886918568883.94","1972531187204.95","2118306208981.98","2258988066124.6","2286663226632.72","2282548654823.72","2230528201158.85","2317279979926.27","2389607366668.04","2472733853082.32","2554469912284.67","2569947979824.94","2614126082220.3","2604432587971.9","2681118507339.17","2750209090133.99","2871137628971.2","3021205382729.27","3046523344076.98","3165965025554.97","3336816840875.79","3436386669361.14","3459952416206.29","3585173594668.05","3601484351974.5","3618244560387.43","3707277316772.61","3908940116438.41","4062894996619.56","4271636711369.61","4493348698694.77","4657162364103.82","4551035768714.73","4841780081353.21","5054961097052.95","5184780772201.94","5327661411481.24","5398670284578.01","5420440781672.12","5402186996623.84","5503887157329.86","5591358450132.4","5629536180649.08","5256988958827.01","5629292795061.98","5852718532889.01","5984582714771.78","6120149003231.26",
"Least developed countries: UN classification","LDC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","156200514413.746","167852441330.829","171232440903.139","177461002179.162","184059946854.213","190159885179.529","192205259238.77","202086258324.376","208757762291.182","207461938720.299","211023526375.816","207916387046.952","212591274995.411","224661743610.09","225786571347.539","234527796477.939","239074753823.479","242905099334.305","247187654678.185","252234808397.368","258420734164.769","261254102722.72","265753746983.55","272015788563.686","276658736069.504","286047308374.24","298188627740.951","306452923417.5","311893093969.948","311974159404.041","317671723143.683","318942628074.989","318066372261.546","320099104979.46","338495443549.827","357411508938.189","376543847551.214","391756599585.409","407684285784.782","425398931270.333","446170608517.941","470022191777.756","493951299842.664","525963314594.786","565443571581.036","604235507598.324","648051281250.969","689902042321.53","719049393326.611","764167397256.104","789558717180.838","814819365908.798","861745845841.615","908978404250.262","934515239963.613","969391347722.395","1013462832431.28","1060527880835.49","1114635778028.81","1113522295629.76","1144938564973.56","1199588213307.82","1236202287881.51","1283967350018.15",
"Low income","LIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","142644602575.797","146433034914.284","148306920046.051","149640200743.511","148869597806.751","152005364601.562","154937948879.259","161334952711.935","167498517241.539","167450968454.811","161910337412.749","165364178750.016","166429288748.753","166426612437.873","169013572989.93","177140915387.501","186157678525.508","198066935687.148","207524667969.101","212487369881.943","218681588208.959","227371619808.328","239418032780.324","252868901697.873","267373654745.176","284069799261.355","299436299003.307","316017016916.86","331811747282.374","343244641713.289","365515776834.934","364893542029.177","348246111946.528","356474733175.224","367435893627.927","359710118764.626","362209590048.343","368683016905.562","378892954799.938","391986214253.066","387893223538.741","392809494512.289","407094709532.929","406271392612.361","415746055643.676",
"Liechtenstein","LIE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6268515276.17441","","","","","","","","","",
"Sri Lanka","LKA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","6526664115.58795","6775853428.01157","6946384623.91496","7217740543.29687","7400851267.2088","7772654451.51652","8273137569.76203","8753070070.69438","9428528702.92845","9791209303.05702","9919171145.82313","9878454940.92605","10575616914.6896","10982337251.1273","11655140837.6282","12043852219.6426","12658159773.3544","13373831476.1354","14230232387.8871","15062135546.5958","15920605692.455","16579956892.9872","17378114520.5733","18264250048.9769","19177354129.1255","20012632785.5763","20357972916.8575","20861361467.1513","21341027045.9251","22706851776.1512","23751364061.3784","24796422002.2668","26507390804.5308","27991783145.7296","29531355077.3055","30653536885.6366","32617018444.0344","34149503956.0882","35618117203.6315","37755216046.2078","37171743866.5487","38645482957.365","40941128631.5337","43170398173.7749","45864985657.2719","49382046637.8596","52738458481.8031","55876443247.647","57853861432.6254","62491408087.5837","67909090095.45","73771125926.1601","76760144812.9338","81655890647.2576","85090301052.0465","89390445684.9413","95165677467.0656","97364084798.8326","97149412680.2905","92656723482.0524","96555233343.7041","89459202881.0576","87374939262.0939","91751304716.6408",
"Lower middle income","LMC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","444490796139.404","459016143492.252","476404532700.56","505500975672.878","538503828280.368","549660765629.657","557370086048.024","566481203163.529","588577919114.052","634968893544.64","680717214888.063","713414156777.302","725642912880.839","758836344321.474","795673700419.796","823563277251.27","868707089201.332","918157947414.148","952792223949.268","967505041096.922","1018145156572.85","1038603067435.61","1061602772584.53","1085585618124.01","1114782509814.29","1159009045094.01","1203682223129.6","1247334690460.96","1330846831524.06","1379715273945.31","1450238458342.47","1480997314657.08","1535900909058.73","1571877383230.32","1634247352673.76","1717808121887.39","1826663777206.33","1899271625374.45","1985142302755.74","2091501291424.02","2179416523120.04","2273940489567.97","2376560888152.1","2517822107893.93","2696475663678.25","2877137810224.02","3077563948632.63","3289644609062.87","3440411280371.67","3645240383679.33","3895080148769.77","4080406111509.28","4291453520981.45","4535083461317.46","4812877967723.63","5098466854471.99","5388474762258.99","5682315735975.61","5991115801906.44","6234996041013.08","6010432229160.7","6410605814422.77","6803437747882.44","7212754867718.69","7582925171440.16",
"Low & middle income","LMY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1676158971579.68","1692733321212.48","1753244877896.3","1837377551106.95","1981878136595.85","2102437000324.66","2205999588188.33","2276622197530.85","2415411577326.6","2613319449297.46","2821360505367.72","2995513636091.48","3179731010980.03","3398156574605.85","3603072620928.77","3756774701133.44","3991491985272.6","4173970947343.65","4327380805670.16","4525930790791.83","4739670391291.18","4830701211306.71","4969927826366.1","5049487242772.67","5285652915331.16","5523499248142.09","5726669945595.35","5992724688881.05","6239368004648.6","6430026070358.45","6631624248690.86","6822412192052.03","7114421123800.58","7471951038249.75","7856691517442.88","8218902564252.15","8732423200664.74","9227688937095.59","9536342076945.39","9886087625090.21","10437132032542.5","10817452497683.4","11336608643264.7","12009389453118.3","12931511953194.4","13884324718003.9","15025259732444","16353579339619","17325002016933","18021330017540.1","19491713734224","20731656443439.4","21869227042631.1","23098016473698.9","24297679628875.2","25441228963050.9","26646686863360.8","28064191404507.7","29470139754961.4","30689199023856.6","30364678152934.2","32615980701022","33907264062796.1","35540827070549.6","37080976365808.6",
"Lesotho","LSO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","193508327.04697","197116860.960945","227338452.109786","251470587.845903","272219723.187022","278083623.356492","276955934.797675","307177536.808655","306049826.525561","310786059.860491","317552093.562765","333790811.177675","333114189.330949","421072594.874098","467306740.332068","404157255.412463","448813112.562869","546694921.250926","646832345.915048","665551148.644027","647283238.941542","651779515.140733","680830657.075131","694353079.769469","732784813.254431","751912323.939007","787138333.758753","792882304.40291","861085398.600682","910987401.97772","966060902.402024","1033362571.71292","1105247043.49934","1144038630.18996","1212450693.47103","1252351695.56175","1322446271.54381","1371424437.09695","1392512225.79035","1399140932.84008","1453365294.1512","1505128088.4482","1516022748.40945","1585150007.49012","1611976676.82948","1667849758.72804","1738401391.78308","1811204148.77671","1911244554.99023","1887282177.32009","1986735734.7651","2078451680.28081","2210102550.34645","2249719203.36981","2288201773.07605","2359686724.53829","2444845631.39553","2368122098.53455","2333058897.5103","2299976266.27346","2112391149.60613","2160272945.18777","2211855514.87917","2252257826.396","2314470552.10872",
"Late-demographic dividend","LTE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","971949878801.8","935874170656.685","963756985466.441","1003638044574","1075799307915.72","1147508602090.8","1235892171984.1","1257715423712.32","1322896796628.56","1454907644922.62","1612573904809.67","1749776491958.18","1887671395592.12","2073341611094.32","2176242101603","2270863107919.64","2421000016121.3","2574475071043.96","2746004294226.86","2959380226411.94","3175486099638.47","3179969123382.58","3241559414369.23","3298339832399.5","3556552469420.89","3814050468828.04","4034665814378.5","4294749807343.29","4515300438803.1","4728924530206.11","4740634403444.13","4764791654972.49","4804147477387.63","5012793976544.75","5236682357468.4","5534766963948.88","5817980803646.19","6146757271197.84","6323494365763.87","6618418882142.27","7083820920707.53","7451809988417.75","7902781763905.26","8446599542020.16","9139348363972.76","9851756868251.39","10767281221180","11866023516446.1","12691597346238.7","13166417524440.5","14224096832358.9","15242650564944.5","16130930920779.9","17041367736482.3","17941320769793.9","18784732096877.7","19620178221104.1","20660453769350.6","21784608274085.8","22818405877222.7","22887703956518.8","24624023134000.9","25437321884150.9","26544732941232","27726773907703.3",
"Lithuania","LTU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30815380911.6807","29066403739.8154","22887185525.009","19173313427.5488","17300837660.9927","17870049092.5502","18768366411.8313","20326259134.8192","21843195078.8693","21603573442.0349","22342117970.7075","23790809196.6404","25389513378.757","28068588415.9846","29893617960.0569","32204827116.6036","34586529059.4547","38417999935.5475","39416661070.6359","33567775753.9873","33711177146.509","35842949499.0897","37413912227.1865","38928020774.4147","40396597406.9714","41540954817.2039","42650896790.5078","44618059836.1503","46812540124.5928","49002127329.2631","49023107998.6089","52150790162.9131","53474129886.9706","53657151896.4273","55144866855.2473",
"Luxembourg","LUX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8747570887.76194","9082601376.32551","9206004653.16694","9522609145.42224","10271641279.9051","10196151536.4073","10308911195.5508","10331253782.4494","10763500260.795","11836928851.5341","12045250966.9772","12366526036.9907","13182493346.4319","14278312012.3622","14879781081.2366","13901975445.0532","14254297206.6106","14478058109.7327","15068034768.245","15421471918.1839","15551149193.9568","15465469050.8431","15640429654.3645","16107934816.4723","17104523016.7839","17582030660.8624","19337409139.6369","20101425485.9866","21802666470.0177","23938904806.9914","25212438591.8463","27391849867.6659","27890286478.2376","29061858948.0603","30172289819.1612","30604417413.6204","31032290274.7242","32714187913.5681","34897700608.2885","37750651094.139","40369840252.809","41610952660.8086","42953079744.2546","44078183528.9345","45943523456.1968","47084243707.173","49917168649.961","53959794029.7992","53797819880.8557","52055333192.7004","54012829512.59","54576884709.7504","55477349891.7792","57236974872.2606","58738350400.0169","60071584216.1375","63062061883.63","63892707251.4305","64922207640.6436","66707126419.2733","66366885630.9508","70965934440.7674","70188819483.6281","69701966860.5088","70421024000.2725",
"Latvia","LVA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20300396490.514","17743516527.9625","12044552669.1263","11444375037.4223","11694996755.2612","11584507029.7279","11850946177.8588","12937852902.7127","13785282610.3782","14173807644.0021","15001703493.7099","15970900289.3453","17195147700.3185","18644549495.6873","20271313178.6916","22625890637.9303","25527665150.2661","28186253353.8682","27231101091.0587","22863227157.4637","22026145287.9415","22694935010.9107","24352854611.1188","24863312429.9055","25384188823.064","26344565876.8902","27016796481.3321","27935083541.205","29139005429.8548","29335802338.5259","28318076614.1623","30284070900.4111","30831235007.8675","31711225667.413","31570906307.78",
"Macao SAR, China","MAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","5862862689.21294","6450463501.33809","6996218021.47372","7047485206.42424","7519187126.07579","8593935740.49784","9265229136.60204","9730796521.30224","10507253373.7152","10891757260.8441","12340274326.2301","12980237775.9757","13532345921.5966","13978304703.506","13919807530.9342","13880918961.1534","13246432774.7572","12934009673.3066","13677274309.8221","14072294542.5819","15326259213.7968","17110313431.968","21666958357.6126","23416615361.9495","26552239084.2221","30396072957.574","31426893919.9337","31827391416.0429","39823319544.0517","48431715259.792","52907844414.2002","58596968309.9697","57396680819.5791","45048190598.3249","44742230667.6266","49153837659.7787","52302278178.289","50961553655.6194","23271029702.122","28748073961.0022","23110764976.5182","40458134366.2488","44021751446.6446",
"St. Martin (French part)","MAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","11518527478.3275","12673702326.064","13927351920.6705","15091980118.0894","15803334620.7818","16687830454.1668","17094552490.3422","17703000748.8839","18693669512.4496","20106578472.1074","22280658838.1136","23630681317.068","24158274887.3154","25316371177.7963","26238435140.8487","25780985097.3851","28090283843.6343","28479775173.6037","30307717167.6808","32128499365.9112","35107166524.2736","34993066802.2243","39148576061.2285","40262823843.6365","41636515790.1878","44641043473.6915","43704591004.544","43380918430.9002","47974090254.8843","45380875814.1028","50995795428.8466","50199902853.4782","53833649265.2898","54747239388.7725","56160912155.7573","60497559620.7789","62754238001.606","66626866131.8459","69672633474.8662","71896757928.9618","77498104932.5221","80164867241.3167","84721870674.8237","87895356582.8232","90971304769.4422","95997146621.9656","98936909179.3524","103015299181.348","105816536606.04","110413823841.592","110989284688.174","116603009678.139","120177639735.159","123651944968.713","114775951852.213","124135631043.727","126031434844.786","130320714718.834","134538562550.533",
"Monaco","MCO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1764785205.56473","1857049235.38979","1943370633.67324","2070734432.44091","2163391744.19448","2142349784.9322","2236862304.71215","2316343303.17661","2407921124.0332","2493021991.09524","2535040815.5695","2558423483.61994","2620654307.16683","2651970427.70781","2691339343.23395","2737326250.07485","2804455472.3004","2874134248.58556","3006304228.54462","3131476494.4551","3214255640.44724","3246884485.21843","3291257691.98259","3261178238.84862","3333433693.98136","3404007586.16654","3441816980.80846","3518819006.34192","3642092596.06707","3762301282.46703","3909415913.17981","3994943522.21035","4035951520.51955","4079843968.34329","4180635803.89219","4259876164.74801","4507700786.40776","5158500738.24534","5197028095.39412","4607841717.87684","4703003769.39437","5033265481.27337","5084213121.21499","5571133210.81248","5971532102.07698","6264756528.37691","6453228194.42908","6246325873.74088","6602235351.40181","7072373236.60927","6136054329.90152","7500235156.94536","8328781591.62882","8748833912.54286","",
"Moldova","MDA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11137693132.5555","9355662201.10612","6633164508.28943","6553566538.6324","4528514463.37445","4465115303.68557","4202697785.43658","4271918931.24013","3992441789.3799","3857966190.08457","3939281163.91139","4179577330.63921","4505584348.12398","4802952913.19777","5158371415.97847","5545249279.88205","5811421236.26146","5985763886.4747","6452653478.32394","6065494252.61994","6496144351.04957","6874100822.53274","6833561915.89765","7451580071.77113","7824131195.57662","7797667196.73087","8159947934.63828","8500675703.95748","8847128857.51461","9161406662.06896","8403210632.93021","9573777856.36482","9133384074.97203","9242984683.8717","9252510449.57983",
"Madagascar","MDG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4151435154.88261","4236482815.08598","4332696292.69223","4292428143.03736","4462516417.17832","4442334514.27688","4534048838.45828","4784716703.26725","5111454772.34536","5301663360.44596","5581403272.41878","5800716980.83221","5726895807.58357","5576938281.89963","5688860706.2927","5760465920.10296","5583685378.33593","5715683720.68839","5563543310.52298","6111811047.75423","6170038735.21433","5565374939.11029","5459632815.26647","5508769510.5709","5605733876.77473","5670555451.89363","5781711090.7885","5849641181.11071","6048934315.21165","6295421169.5666","6492398920.48671","6082965417.7811","6154798240.80708","6284044275.81625","6281398611.31878","6386837686.07253","6524423229.10942","6765402319.37305","7030408175.56267","7360783017.34648","7688842733.27739","8148653656.69862","7137571065.48697","7835974694.57165","8247912168.09114","8640170094.37648","9106610406.88934","9626649240.51396","10272850829.8606","9864124029.23054","9925206605.67835","10081868751.8746","10385448752.8756","10624353147.1587","10979121878.0735","11323020701.3017","11775165456.5346","12238318933.7165","12629254472.2012","13186360203.1442","12245161113.1284","12814644792.231","13347233960.4438","13908224364.6228","14492369787.9345",
"Maldives","MDV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","187964776.58394","197752527.991714","202546528.657094","205742529.142188","217527780.759755","200149528.355534","201348028.506314","224004421.504442","256898849.966427","284295074.134409","337096793.447521","376755239.757439","365406574.482492","424808146.844789","539317202.064785","622458577.010009","680724366.689943","740826580.890595","805503273.410298","880631019.83694","1029918209.79684","1044776799.2294","1114472034.4395","1176400670.41257","1267565678.55474","1432169026.77587","1544718137.60452","1674442650.87965","1799936822.21614","1911094725.45907","1984591801.95496","1906326759.14704","2044885954.23936","2326058788.41363","2463875273.04893","2188480301.38359","2705624151.41438","2898626609.82996","3158820511.63762","2895352808.37926","3091816044.05599","3365238506.27476","3445643750.30305","3685976101.78688","3975719122.88804","4129505319.12921","4392772970.99002","4703536563.52512","5106580523.14669","5460112146.92445","3663253192.1122","5037261437.35294","5733717713.57584","6004715686.05068","6312995521.4407",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","245353020848.538","260416147108.618","274585478063.483","303564790829.447","332604060483.684","371862449923.294","396571216521.976","427296668595.582","479749929963.634","529711021919.819","621994942881.827","677710852002.26","769605033781.618","855498625787.861","929862904284.882","930959743776.532","1059917582057.31","1100190784767.74","1097450083947.03","1159039158124.42","1175967982033.26","1182295939991.31","1167209134957.14","1162492713132.47","1163901146425","1170858709566.44","1152999883699","1164486324827.69","1191283647544.89","1237537961678.52","1343576732973.29","1373361777096.4","1459524017266.29","1495445072924.85","1541639134179.53","1591120292541.73","1672274122280.87","1741423538048.14","1813971756274.54","1864549976110.84","1983293009875.81","2022211821196.8","2064404750702.62","2161487178677.27","2333151834807.49","2456530418723","2603705612976.33","2739914344059.35","2859801817445.35","2891637897566.81","3030648019314.63","3145631262347.03","3270365455127.1","3349648992870.52","3452550580964.63","3546719057163.68","3705774687149.9","3788944664175.02","3887867344279.23","3945641478438.2","3815126319217.23","4009121218432.45","4264800933987.68","4356654435885.64","4441255215026.51",
"Mexico","MEX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","152252652598.164","159865285229.173","167322065049.687","180886675668.209","202422104047.758","216794073430.031","230010142146.035","243477063182.705","266420585705.067","275528493194.702","293444689475.728","304485451090.475","329540972155.162","355446582966.185","375980117959.813","397578239621.814","415141036255.068","429216973068.592","467661689807.745","513016316151.078","557939217939.506","611422385110.125","611119202970.648","582860269037.933","603338559538.211","614917928416.707","590751900363.915","602941257834.786","610286657414.958","632412287313.398","665614206228.367","692078394544.015","716775997867.658","737325961817.305","769725007528.341","724231953305.77","769266848280.53","824645415973.156","875650385850.557","899774820117.211","945027051125.453","940766441523.847","938540700997.087","949667522103.361","983527357549.205","1004311721055.22","1052569035001.22","1074439987418.2","1084575522274.83","1016298775559.58","1066822388004.75","1103564231790.76","1142776194764.49","1152513808434.99","1181370028487.24","1213294467779.98","1234800030129.92","1257912134728.82","1282719194482.45","1277682077998.64","1170944075562.06","1241768434263.7","1287850323410.01","1330290026507.73","1349633274638.14",
